COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR.AXIS ASPECT RATIO,MAX.LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR.AXIS RECTANGULARITY,MAX.LENGTH RECTANGULARITY,SCALED VARIANCE ALONG MAJOR AXIS,SCALED VARIANCE ALONG MINOR AXIS,SCALED RADIUS OF GYRATION,SKEWNESS ABOUT MAJOR AXIS,SKEWNESS ABOUT MINOR AXIS,KURTOSIS ABOUT MINOR AXIS,KURTOSIS ABOUT MAJOR AXIS,HOLLOWS RATIO
0.5217391304347827,0.5769230769230769,0.9027777777777777,0.47161572052401746,0.18681318681318682,0.16981132075471697,0.5816993464052287,0.19999999999999996,0.5,0.5285714285714287,0.43157894736842095,0.5011990407673861,0.33333333333333326,0.06578947368421051,0.09090909090909091,0.17073170731707318,0.5666666666666673,0.7000000000000002
0.37526689678248965,0.37042840869220234,0.45981366836122506,0.1627173679126399,0.09484767720876112,0.08737997407542006,0.23218663074502643,0.5533960392572209,0.16666666666666674,0.3090162660856751,0.20388275130529193,0.16482863236206105,0.35452114071699825,0.16619919244733236,0.624441943091158,0.5879654663904442,0.3948102290004566,0.419400987267305
0.28260869565217384,0.3846153846153846,0.4027777777777777,0.08296943231441045,0.07692307692307687,0.07547169811320756,0.24836601307189543,0.5714285714285714,0.16666666666666674,0.3714285714285712,0.231578947368421,0.16906474820143882,0.4276729559748427,0.36842105263157887,0.13636363636363635,0.17073170731707318,0.13333333333333375,0.033333333333333215
0.4565217391304346,0.42307692307692313,0.6111111111111109,0.48908296943231444,0.29670329670329676,0.07547169811320756,0.47058823529411753,0.2571428571428571,0.41666666666666674,0.38571428571428545,0.41052631578947374,0.4088729016786571,0.28301886792452824,0.1842105263157895,0.18181818181818182,0.5365853658536586,0.666666666666667,0.5333333333333332
0.26086956521739135,0.3846153846153846,0.36111111111111105,0.08296943231441045,0.08791208791208793,0.09433962264150944,0.24836601307189543,0.5428571428571427,0.16666666666666674,0.40000000000000013,0.22105263157894728,0.1702637889688249,0.40251572327044016,0.3157894736842105,0.18181818181818182,0.36585365853658536,0.13333333333333375,0.06666666666666643
0.43478260869565233,0.5384615384615383,0.6666666666666665,0.4192139737991266,0.20879120879120883,0.09433962264150944,0.39869281045751626,0.34285714285714275,0.3333333333333335,0.4714285714285713,0.3526315789473683,0.3213429256594724,0.6037735849056605,0.09210526315789469,0.0,0.07317073170731708,0.6333333333333337,0.7000000000000002
0.19565217391304346,0.42307692307692313,0.4444444444444444,0.20087336244541487,0.18681318681318682,0.09433962264150944,0.27450980392156854,0.5142857142857142,0.16666666666666674,0.3714285714285712,0.2684210526315789,0.19904076738609108,0.4276729559748427,0.2763157894736842,0.0,0.3902439024390244,0.2333333333333334,0.20000000000000018
0.15217391304347827,0.42307692307692313,0.38888888888888884,0.06986899563318782,0.06593406593406592,0.11320754716981132,0.2549019607843137,0.5428571428571427,0.16666666666666674,0.40000000000000013,0.21052631578947367,0.17865707434052755,0.5094339622641508,0.2763157894736842,0.18181818181818182,0.3902439024390244,0.13333333333333375,0.13333333333333375
0.43478260869565233,0.038461538461538325,0.4444444444444444,0.1746724890829694,0.09890109890109888,0.07547169811320756,0.13725490196078427,0.6857142857142857,0.08333333333333348,0.0714285714285714,0.1473684210526316,0.09472422062350119,0.10062893081761004,0.05263157894736836,0.2272727272727273,0.4878048780487805,0.8000000000000007,0.833333333333333
0.5869565217391304,0.3076923076923077,0.48611111111111094,0.44104803493449785,0.2637362637362638,0.056603773584905655,0.4183006535947713,0.2857142857142856,0.3333333333333335,0.2857142857142856,0.3894736842105263,0.3537170263788969,0.26415094339622636,0.17105263157894735,0.3181818181818182,0.4634146341463415,0.7000000000000002,0.5333333333333332
