COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR.AXIS ASPECT RATIO,MAX.LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR.AXIS RECTANGULARITY,MAX.LENGTH RECTANGULARITY,SCALED VARIANCE ALONG MAJOR AXIS,SCALED VARIANCE ALONG MINOR AXIS,SCALED RADIUS OF GYRATION,SKEWNESS ABOUT MAJOR AXIS,SKEWNESS ABOUT MINOR AXIS,KURTOSIS ABOUT MINOR AXIS,KURTOSIS ABOUT MAJOR AXIS,HOLLOWS RATIO
0.34782608695652173,0.5,0.5277777777777777,0.20087336244541487,0.17582417582417587,0.16981132075471697,0.3137254901960784,0.48571428571428554,0.25,0.5999999999999999,0.21052631578947367,0.21942446043165467,0.42138364779874204,0.1842105263157895,0.2272727272727273,0.21951219512195122,0.3000000000000007,0.43333333333333357
0.6304347826086958,0.8076923076923077,0.8055555555555554,0.42358078602620086,0.15384615384615385,0.07547169811320756,0.738562091503268,0.08571428571428563,0.6666666666666665,0.6714285714285715,0.6105263157894737,0.697841726618705,0.7672955974842768,0.26315789473684215,0.4090909090909091,0.34146341463414637,0.40000000000000036,0.20000000000000018
0.6956521739130435,0.8076923076923077,0.9027777777777777,0.4759825327510917,0.21978021978021978,0.1509433962264151,0.5751633986928104,0.19999999999999996,0.5,0.6428571428571426,0.44210526315789467,0.49520383693045567,0.6603773584905661,0.11842105263157887,0.4545454545454546,0.4878048780487805,0.4666666666666668,0.5666666666666664
0.34782608695652173,0.26923076923076916,0.5,0.3668122270742358,0.31868131868131866,0.09433962264150944,0.24836601307189543,0.5142857142857142,0.16666666666666674,0.2571428571428571,0.231578947368421,0.18944844124700236,0.24528301886792447,0.17105263157894735,0.13636363636363635,0.1951219512195122,0.5666666666666673,0.5333333333333332
0.28260869565217384,0.1153846153846152,0.41666666666666663,0.17030567685589526,0.15384615384615385,0.1320754716981132,0.13725490196078427,0.6857142857142857,0.08333333333333348,0.17142857142857126,0.1210526315789473,0.09832134292565944,0.1132075471698113,0.09210526315789469,0.09090909090909091,0.24390243902439024,0.6000000000000005,0.7000000000000002
0.28260869565217384,0.46153846153846145,0.43055555555555547,0.28820960698689957,0.25274725274725274,0.07547169811320756,0.2222222222222222,0.5428571428571427,0.16666666666666674,0.40000000000000013,0.22105263157894728,0.1642685851318945,0.5031446540880502,0.1578947368421052,0.4545454545454546,0.1951219512195122,0.36666666666666714,0.33333333333333304
0.3913043478260869,0.23076923076923062,0.5972222222222221,0.31441048034934505,0.13186813186813184,0.09433962264150944,0.37254901960784315,0.37142857142857144,0.25,0.19999999999999996,0.3157894736842105,0.290167865707434,0.2075471698113207,0.10526315789473684,0.0,0.5853658536585367,0.5333333333333341,0.5999999999999996
0.5869565217391304,0.6538461538461537,0.8055555555555554,0.4366812227074236,0.17582417582417587,0.07547169811320756,0.6928104575163399,0.11428571428571421,0.5833333333333335,0.5428571428571429,0.5368421052631579,0.6414868105515588,0.6540880503144655,0.23684210526315785,0.36363636363636365,0.17073170731707318,0.43333333333333357,0.2666666666666666
0.26086956521739135,0.3846153846153846,0.33333333333333326,0.10480349344978168,0.09890109890109888,0.11320754716981132,0.24836601307189543,0.5714285714285714,0.16666666666666674,0.3714285714285712,0.19999999999999996,0.16786570743405274,0.40251572327044016,0.3026315789473685,0.4090909090909091,0.34146341463414637,0.13333333333333375,0.09999999999999964
0.4130434782608696,0.15384615384615374,0.48611111111111094,0.3493449781659389,0.25274725274725274,0.07547169811320756,0.27450980392156854,0.4571428571428571,0.16666666666666674,0.18571428571428572,0.28421052631578947,0.21462829736211028,0.1132075471698113,0.1578947368421052,0.0,0.0975609756097561,0.7333333333333334,0.7000000000000002
0.21739130434782616,0.15384615384615374,0.19444444444444442,0.06113537117903933,0.08791208791208793,0.03773584905660377,0.11111111111111105,0.7428571428571429,0.08333333333333348,0.12857142857142856,0.0842105263157894,0.07314148681055158,0.19496855345911945,0.2894736842105262,0.18181818181818182,0.3170731707317073,0.13333333333333375,0.09999999999999964
0.15217391304347827,0.1923076923076923,0.3194444444444444,0.10917030567685593,0.08791208791208793,0.09433962264150944,0.2222222222222222,0.5714285714285714,0.16666666666666674,0.17142857142857126,0.19999999999999996,0.15587529976019185,0.30817610062893075,0.3157894736842105,0.4090909090909091,0.4878048780487805,0.13333333333333375,0.13333333333333375
0.36956521739130443,0.3076923076923077,0.43055555555555547,0.2838427947598253,0.23076923076923073,0.09433962264150944,0.24836601307189543,0.5142857142857142,0.16666666666666674,0.2857142857142856,0.23684210526315785,0.18225419664268586,0.3018867924528301,0.1578947368421052,0.13636363636363635,0.43902439024390244,0.5333333333333341,0.5333333333333332
0.32608695652173925,0.34615384615384603,0.33333333333333326,0.20524017467248912,0.1648351648351648,0.11320754716981132,0.11764705882352933,0.7142857142857142,0.08333333333333348,0.34285714285714275,0.10526315789473684,0.0827338129496403,0.32704402515723263,0.05263157894736836,0.13636363636363635,0.04878048780487805,0.9000000000000004,0.9666666666666668
0.4130434782608696,0.46153846153846145,0.5,0.2532751091703057,0.10989010989010983,0.09433962264150944,0.30718954248366015,0.4285714285714286,0.25,0.41428571428571437,0.28421052631578947,0.23621103117505995,0.4276729559748427,0.13157894736842102,0.36363636363636365,0.24390243902439024,0.4666666666666668,0.4666666666666668
