Length,Diameter,Height,whole weight,Shucked weight,Viscera weight,Shell weight,F,I,M
0.30107526881720426,0.32894736842105277,0.3777777777777778,0.10333106730115568,0.09772256728778471,0.11632453567937438,0.06217616580310882,0.0,1.0,0.0
0.774193548387097,0.75,0.7333333333333334,0.5601631543167915,0.503105590062112,0.6207233626588464,0.27461139896373055,1.0,0.0,0.0
0.6451612903225805,0.6447368421052633,0.688888888888889,0.3836392476773171,0.3445134575569359,0.39589442815249265,0.21554404145077724,1.0,0.0,0.0
0.34408602150537637,0.381578947368421,0.4222222222222223,0.15159755268524816,0.12795031055900624,0.11534701857282502,0.09326424870466324,0.0,0.0,1.0
0.5268817204301075,0.5131578947368423,0.5111111111111112,0.2608203036483119,0.2202898550724638,0.198435972629521,0.1896373056994819,1.0,0.0,0.0
0.5913978494623657,0.5,0.5111111111111112,0.19691819623838663,0.14616977225672878,0.18572825024437928,0.13471502590673579,0.0,1.0,0.0
0.6666666666666667,0.6973684210526316,0.5777777777777777,0.362338545207342,0.33871635610766054,0.28054740957966756,0.22176165803108813,0.0,0.0,1.0
0.5376344086021507,0.5921052631578947,0.6444444444444445,0.27215046453659647,0.22815734989648034,0.19159335288367546,0.2072538860103627,0.0,1.0,0.0
0.4193548387096775,0.4342105263157895,0.48888888888888893,0.17471108089734874,0.14161490683229816,0.1622678396871945,0.1295336787564767,0.0,0.0,1.0
0.7419354838709677,0.7631578947368423,0.7111111111111111,0.5300249263539543,0.4430641821946171,0.5620723362658847,0.3264248704663213,0.0,0.0,1.0
0.7634408602150538,0.7763157894736843,0.7333333333333334,0.5291185134828915,0.4542443064182195,0.469208211143695,0.34196891191709844,0.0,0.0,1.0
0.849462365591398,0.855263157894737,0.8,0.6229322456378881,0.47577639751552797,0.6754643206256109,0.39896373056994827,1.0,0.0,0.0
0.7419354838709677,0.7763157894736843,0.688888888888889,0.44164967142533434,0.34699792960662534,0.37243401759530786,0.32538860103626943,0.0,0.0,1.0
0.34408602150537637,0.42105263157894746,0.44444444444444453,0.170858826195332,0.16397515527950313,0.10654936461388075,0.11036269430051815,0.0,1.0,0.0
0.5806451612903227,0.5394736842105263,0.5111111111111112,0.33831860412417863,0.3312629399585922,0.3558162267839687,0.17927461139896375,0.0,0.0,1.0
0.4193548387096775,0.3421052631578948,0.3777777777777778,0.144346249716746,0.11925465838509318,0.11045943304007817,0.0984455958549223,0.0,1.0,0.0
0.7526881720430108,0.7894736842105263,0.688888888888889,0.43847722637661457,0.3445134575569359,0.46236559139784944,0.26943005181347157,0.0,0.0,1.0
0.5806451612903227,0.5263157894736843,0.48888888888888893,0.2388397915250397,0.20786749482401656,0.21016617790811337,0.1658031088082902,1.0,0.0,0.0
0.5698924731182797,0.5921052631578947,0.5555555555555557,0.3208701563562203,0.3229813664596274,0.27468230694037143,0.166839378238342,1.0,0.0,0.0
0.18279569892473113,0.23684210526315785,0.35555555555555557,0.057104010876954464,0.05134575569358178,0.04887585532746823,0.04145077720207255,0.0,1.0,0.0
0.5806451612903227,0.605263157894737,0.4222222222222223,0.30908678903240433,0.24513457556935825,0.3391984359726295,0.18134715025906736,0.0,0.0,1.0
0.16129032258064513,0.22368421052631582,0.33333333333333337,0.09222750963063678,0.07329192546583853,0.11045943304007817,0.05181347150259068,0.0,0.0,1.0
0.5161290322580645,0.5394736842105263,0.5777777777777777,0.23657375934738278,0.20786749482401656,0.2541544477028348,0.1295336787564767,0.0,1.0,0.0
0.4838709677419355,0.47368421052631593,0.4,0.1941989576251983,0.16024844720496895,0.18572825024437928,0.11968911917098446,0.0,0.0,1.0
0.956989247311828,0.9605263157894737,0.7777777777777778,1.0,1.0,1.0,0.49740932642487057,0.0,0.0,1.0
0.7419354838709677,0.75,0.4222222222222223,0.45864491275776115,0.3983436853002071,0.3167155425219941,0.26165803108808294,1.0,0.0,0.0
0.946236559139785,0.9078947368421055,0.8,0.8832993428506686,0.849689440993789,0.7761485826001955,0.4782383419689119,1.0,0.0,0.0
0.34408602150537637,0.35526315789473695,0.5555555555555557,0.1622479039202357,0.1163561076604555,0.15444770283479958,0.12435233160621764,1.0,0.0,0.0
0.6666666666666667,0.6973684210526316,0.6222222222222222,0.47564015409018817,0.4795031055900622,0.3978494623655914,0.2274611398963731,0.0,0.0,1.0
0.5913978494623657,0.605263157894737,0.5777777777777777,0.3827328348062543,0.3751552795031056,0.270772238514174,0.20569948186528497,0.0,0.0,1.0
0.34408602150537637,0.26315789473684215,0.44444444444444453,0.11556764106050307,0.09648033126293999,0.12023460410557184,0.07253886010362695,0.0,1.0,0.0
