Length,Diameter,Height,whole weight,Shucked weight,Viscera weight,Shell weight,F,I,M
0.5483870967741937,0.605263157894737,0.6,0.26875141627011107,0.25010351966873706,0.22482893450635383,0.1595854922279793,0.0,0.0,1.0
0.32258064516129026,0.2763157894736843,0.5111111111111112,0.23770677543621122,0.18881987577639758,0.26099706744868034,0.14922279792746115,0.0,0.0,1.0
0.5161290322580645,0.5394736842105263,0.5777777777777777,0.23657375934738278,0.20786749482401656,0.2541544477028348,0.1295336787564767,0.0,1.0,0.0
0.7204301075268817,0.7105263157894737,0.7777777777777778,0.5934738273283482,0.5681159420289856,0.5386119257086999,0.2989637305699482,0.0,0.0,1.0
0.6774193548387097,0.6973684210526316,0.6222222222222222,0.47745297983231366,0.41118012422360256,0.4682306940371456,0.27979274611398963,1.0,0.0,0.0
0.6451612903225805,0.6710526315789476,0.7111111111111111,0.4717878993881714,0.5006211180124225,0.37341153470185723,0.2751295336787565,1.0,0.0,0.0
0.4946236559139785,0.48684210526315796,0.5333333333333334,0.23090867890324046,0.15362318840579714,0.29227761485826,0.1658031088082902,1.0,0.0,0.0
0.806451612903226,0.8289473684210527,0.688888888888889,0.46249716745977804,0.4012422360248448,0.37829912023460405,0.3191709844559586,0.0,0.0,1.0
0.8817204301075268,0.8815789473684212,0.6222222222222222,0.6027645592567414,0.47908902691511396,0.5493646138807429,0.3626943005181348,1.0,0.0,0.0
0.5376344086021507,0.5921052631578947,0.6,0.2796283707228643,0.23146997929606627,0.3049853372434017,0.16165803108808294,1.0,0.0,0.0
0.7204301075268817,0.6973684210526316,0.6222222222222222,0.4350781781101293,0.44968944099378894,0.35092864125122186,0.21347150259067357,1.0,0.0,0.0
0.817204301075269,0.7763157894736843,0.6666666666666667,0.5418082936777702,0.5146997929606627,0.4682306940371456,0.3119170984455959,0.0,0.0,1.0
0.4731182795698925,0.4342105263157895,0.5333333333333334,0.14774529798323138,0.10434782608695654,0.1485826001955034,0.11917098445595856,1.0,0.0,0.0
0.956989247311828,0.9342105263157896,0.8666666666666667,0.9141173804668028,0.5006211180124225,0.7204301075268817,0.9999999999999999,1.0,0.0,0.0
0.806451612903226,0.8289473684210527,0.8222222222222223,0.645139360978926,0.5527950310559008,0.5562072336265884,0.4414507772020726,1.0,0.0,0.0
0.02150537634408589,0.052631578947368474,0.26666666666666666,0.012689780194878764,0.021118012422360243,0.0576735092864125,0.005181347150259065,0.0,1.0,0.0
0.903225806451613,0.8421052631578949,0.7777777777777778,0.6900067980965332,0.6699792960662528,0.5425219941348973,0.372538860103627,1.0,0.0,0.0
0.78494623655914,0.8026315789473686,0.6444444444444445,0.5064581917063224,0.4438923395445135,0.4819159335288367,0.2849740932642487,1.0,0.0,0.0
0.31182795698924726,0.381578947368421,0.4,0.12191253115794248,0.0699792960662526,0.06549364613880743,0.1295336787564767,0.0,0.0,1.0
0.4838709677419355,0.5,0.48888888888888893,0.23158848855653758,0.20248447204968945,0.24633431085043983,0.13989637305699482,0.0,0.0,1.0
0.7096774193548387,0.6973684210526316,0.6444444444444445,0.4069793791071834,0.33416149068322987,0.4007820136852394,0.26373056994818656,0.0,0.0,1.0
0.7311827956989247,0.6973684210526316,0.5555555555555557,0.33197371402673925,0.26004140786749486,0.25513196480938416,0.2642487046632125,0.0,1.0,0.0
0.3548387096774194,0.4342105263157895,0.48888888888888893,0.1772037162927714,0.168944099378882,0.1124144672531769,0.12331606217616581,0.0,0.0,1.0
0.6881720430107527,0.6973684210526316,0.5111111111111112,0.40176750509857245,0.31262939958592134,0.37047898338220914,0.26735751295336785,0.0,0.0,1.0
0.6344086021505375,0.7236842105263159,0.6666666666666667,0.432358939496941,0.38550724637681166,0.3519061583577712,0.2756476683937824,1.0,0.0,0.0
0.5053763440860215,0.6578947368421053,0.5333333333333334,0.2712440516655337,0.20662525879917187,0.260019550342131,0.20207253886010362,0.0,0.0,1.0
0.78494623655914,0.8289473684210527,0.7333333333333334,0.5261726716519375,0.44057971014492764,0.6304985337243402,0.28704663212435233,1.0,0.0,0.0
0.7311827956989247,0.75,0.6222222222222222,0.44232948107863146,0.3805383022774328,0.4261974584555229,0.27979274611398963,0.0,0.0,1.0
0.6559139784946237,0.6710526315789476,0.688888888888889,0.36641740312712445,0.2645962732919255,0.4721407624633431,0.2590673575129534,1.0,0.0,0.0
0.5161290322580645,0.5,0.48888888888888893,0.24427826875141634,0.2111801242236025,0.198435972629521,0.15595854922279795,0.0,1.0,0.0
0.5913978494623657,0.605263157894737,0.5777777777777777,0.3827328348062543,0.3751552795031056,0.270772238514174,0.20569948186528497,0.0,0.0,1.0
0.3655913978494624,0.3026315789473685,0.3777777777777778,0.11647405393156585,0.10351966873706007,0.08895405669599217,0.07772020725388602,0.0,0.0,1.0
0.3655913978494624,0.368421052631579,0.4666666666666667,0.13256288239293,0.09937888198757767,0.12805474095796676,0.0984455958549223,1.0,0.0,0.0
0.7634408602150538,0.7631578947368423,0.0,0.4679356446861546,0.38592132505175986,0.544477028347996,0.2575129533678756,1.0,0.0,0.0
0.6989247311827957,0.7105263157894737,0.7111111111111111,0.5114434624971675,0.424016563146998,0.5395894428152492,0.3139896373056995,0.0,0.0,1.0
0.5268817204301075,0.5263157894736843,0.4666666666666667,0.28619986403806935,0.2732919254658385,0.24633431085043983,0.166839378238342,0.0,0.0,1.0
0.6989247311827957,0.6578947368421053,0.6444444444444445,0.4439157036029912,0.3109730848861284,0.5317693059628543,0.2953367875647669,0.0,0.0,1.0
0.7204301075268817,0.7105263157894737,0.5777777777777777,0.3754815318377522,0.28654244306418225,0.3235581622678397,0.2901554404145078,1.0,0.0,0.0
0.34408602150537637,0.42105263157894746,0.4222222222222223,0.14615907545887155,0.13871635610766048,0.11632453567937438,0.0761658031088083,0.0,1.0,0.0
0.4731182795698925,0.4605263157894737,0.4222222222222223,0.19782460910944938,0.1942028985507247,0.14956011730205276,0.1139896373056995,0.0,1.0,0.0
0.6451612903225805,0.605263157894737,0.5555555555555557,0.3757081350555178,0.35569358178053834,0.3655913978494623,0.1756476683937824,1.0,0.0,0.0
0.4193548387096775,0.44736842105263164,0.4222222222222223,0.1504645365964197,0.11304347826086959,0.13587487781036167,0.12435233160621764,0.0,1.0,0.0
0.7204301075268817,0.8026315789473686,0.6,0.5311579424427828,0.413664596273292,0.5904203323558163,0.2901554404145078,0.0,0.0,1.0
0.5376344086021507,0.5526315789473684,0.5111111111111112,0.2583276682528892,0.28571428571428575,0.1593352883675464,0.13160621761658034,0.0,1.0,0.0
0.6989247311827957,0.75,0.7333333333333334,0.49988669839111727,0.35983436853002077,0.5034213098729228,0.3212435233160622,0.0,0.0,1.0
0.4731182795698925,0.4342105263157895,0.6,0.4248810333106731,0.3714285714285715,0.37829912023460405,0.26528497409326424,0.0,0.0,1.0
0.6021505376344087,0.5789473684210527,0.48888888888888893,0.3661907999093588,0.26128364389233955,0.35874877810361677,0.30569948186528506,1.0,0.0,0.0
0.34408602150537637,0.3026315789473685,0.4,0.11941989576251985,0.10766045548654245,0.08699902248289344,0.08290155440414508,0.0,1.0,0.0
0.6236559139784945,0.6315789473684212,0.6222222222222222,0.3367323815998188,0.26915113871635615,0.2756598240469208,0.2487046632124353,0.0,1.0,0.0
0.5806451612903227,0.6315789473684212,0.6222222222222222,0.3927033763879448,0.41283643892339555,0.29032258064516125,0.1844559585492228,1.0,0.0,0.0
0.4838709677419355,0.4605263157894737,0.5333333333333334,0.1878540675277589,0.18136645962732922,0.12805474095796676,0.1295336787564767,0.0,1.0,0.0
0.6236559139784945,0.6578947368421053,0.6,0.37525492861998644,0.28488612836438926,0.3636363636363636,0.2430051813471503,0.0,0.0,1.0
0.7634408602150538,0.75,0.688888888888889,0.5155223204169501,0.4082815734989648,0.4633431085043988,0.3523316062176166,1.0,0.0,0.0
0.6559139784946237,0.6842105263157896,0.6,0.3879447088148652,0.31966873706004145,0.439882697947214,0.21450777202072543,0.0,0.0,1.0
0.78494623655914,0.75,0.7777777777777778,0.5359166100158623,0.35900621118012427,0.6392961876832844,0.3160621761658031,1.0,0.0,0.0
0.40860215053763427,0.4078947368421053,0.5111111111111112,0.18060276455925675,0.1262939958592133,0.15053763440860213,0.1295336787564767,0.0,1.0,0.0
0.6881720430107527,0.736842105263158,0.6666666666666667,0.46068434171765255,0.44844720496894414,0.36754643206256105,0.2569948186528498,1.0,0.0,0.0
0.33333333333333337,0.5,0.4,0.1085429413097666,0.0749482401656315,0.13391984359726294,0.09326424870466324,1.0,0.0,0.0
0.946236559139785,0.9078947368421055,0.8,0.8832993428506686,0.849689440993789,0.7761485826001955,0.4782383419689119,1.0,0.0,0.0
0.4731182795698925,0.44736842105263164,0.5777777777777777,0.20643553138454568,0.16024844720496895,0.21114369501466274,0.15025906735751296,0.0,1.0,0.0
0.774193548387097,0.7763157894736843,0.688888888888889,0.6029911624745072,0.49399585921325057,0.6412512218963832,0.32538860103626943,0.0,0.0,1.0
