attr1,attr2,attr3,attr4,attr5,attr6
0.018489378156869483,0.01114649653728561,0.035982008390205864,0.08462532370567452,0.03740274677773299,0.6242105338721173
0.024704956540139374,0.08678343848305042,0.04797601140865049,0.2453165424336382,0.014025000962148858,0.775789488236869
0.023608706861732928,0.04777069970262999,0.029985007213547552,0.15919735187918765,0.0,0.7789473769301032
0.0,0.0,0.0,0.0,0.0,0.0
0.013149750708560854,0.007961782983798071,0.05247376254056721,0.0,0.0,0.0
0.01933910289021301,0.031050953996780768,0.05247376254056721,0.0,0.0,0.0
0.040162601192785974,0.05573248268642805,0.01499250344049178,0.1689276492720492,0.06861423929554976,0.7052631692401377
0.049320744508824024,0.25875795957232833,0.026986506458936396,0.22254522346604072,0.0,0.6336842172244659
0.023876212761896706,0.031847131935192244,0.01499250344049178,0.1375161505074023,0.0,0.9178947557947428
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.014843954742931448,0.025477706628058767,0.022488755327019667,0.10796188707270987,0.0,0.6515789543647517
0.02896931529610902,0.03503184548867979,0.005997001509222312,0.14809431607825974,0.13482031190853208,0.6178947426675322
0.09273537934277505,0.49044584944040837,0.005997001509222312,0.25783268899394274,0.0,0.5736842180535529
0.026745344676961137,0.015127388029184646,0.017991004261615734,0.0,0.0,0.0
0.024337791575487138,0.00318471175364593,0.00749625188652789,0.18580426908621878,0.0,0.7568421215321719
0.019737739024300448,0.05015923531770605,0.023988005704325244,0.08809754590463943,0.0,0.4947368487234136
0.032184631220724826,0.12181528577157184,0.00749625188652789,0.12055878599061229,0.08941367064412332,0.7884210775550974
0.010831366240474778,0.003980891491899036,0.022488755327019667,0.0,0.0,0.0
0.035043272611788925,0.0756369415857965,0.011994002685880625,0.14147286867138312,0.04671844314379235,0.6557894795314556
0.0,0.0,0.0,0.0,0.0,0.0
0.03573564087862447,0.045382164087553925,0.016491753917566555,0.10808301082474579,0.1314776929873429,0.7578947510965832
0.0,0.0,0.0,0.0,0.0,0.0
0.029761342441633427,0.16242038042881524,0.01499250344049178,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.021332284118048984,0.01114649653728561,0.03448275801290029,0.22597706470184575,0.03502613960286448,0.7210526472516006
0.027894046572803442,0.04219745053406637,0.02548725608163082,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.10212430991342963,0.9721337541571818,0.004497751131916736,0.0,0.0,0.0
0.01737214783302817,0.02308917101298271,0.011994002685880625,0.0,0.0,0.0
0.039166010857567386,0.08598726005868171,0.008995502263833468,0.0,0.0,0.0
0.06116968126545326,0.9761146438492392,0.008995502263833468,0.22678455957165927,0.03990147737408324,0.5610526356443827
0.0,0.0,0.0,0.0,0.0,0.0
0.01878835541226806,0.07006369313716954,0.04347826027673375,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.026372934496758635,0.031847131935192244,0.03298350796815871,0.08462532370567452,0.03740274677773299,0.7178947585583662
0.018494623589185948,0.025477706628058767,0.06896551768862055,0.16089308919205164,0.0,0.7715789699792232
0.010186205006491431,0.01990445745949515,0.01949025461564183,0.25440083818941583,0.0,0.5463157941063895
0.026582743025869486,0.07404458498903689,0.011994002685880625,0.10279392851775318,0.0,0.6547368499670441
0.08082349770801424,0.26592356281787327,0.010494752641139044,0.19404069953461708,0.0666273285066606,0.6673684289216852
0.011224757251911745,0.00318471175364593,0.03898050914481702,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.01577235755469597,0.00875796092220954,0.029985007213547552,0.17433785628794995,0.0,0.8021052618924462
0.0,0.0,0.0,0.0,0.0,0.0
0.04264883268234697,0.20461783276272322,0.017991004261615734,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.013836873852745929,0.00318471175364593,0.058470762386969535,0.08426195158838176,0.0,0.6336842172244659
0.043031733138817,0.00318471175364593,0.013493253063186203,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.018557565989989543,0.009554138860621036,0.03298350796815871,0.1704215123890237,0.0,0.6105263218985357
0.0,0.0,0.0,0.0,0.0,0.0
0.17390506133904005,0.00318471175364593,0.0014992503773055797,0.0,0.0,0.0
0.02155782832477723,0.019108279521083668,0.05247376254056721,0.19706879811987632,0.021569219197929555,0.6978947277439664
0.033731969343554366,0.034235667550268314,0.00749625188652789,0.15035529788624877,0.07207349507571513,0.6747368427816236
0.0832048261252339,0.5031847144534084,0.017991004261615734,0.2147125356681882,0.0,0.6884210616642634
0.02166797778939962,0.029458598119957803,0.0809595180465532,0.16456718463003384,0.018389889712187822,0.7084210579333721
0.06162601436802783,0.370222926745026,0.00749625188652789,0.22327196789200066,0.0,0.5789473727846683
0.0349383686104496,0.08837579507981004,0.00749625188652789,0.12225452234660408,0.0,0.5978947429438946
0.021605035233763028,0.02308917101298271,0.035982008390205864,0.15188953622515006,0.019495862772004012,0.7431579026495319
0.0,0.0,0.0,0.0,0.0,0.0
0.016391292865760985,0.003980891491899036,0.02548725608163082,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.028297927829541346,0.033439489611856825,0.035982008390205864,0.13339793336945877,0.0,0.7831578951877491
0.013941778163751254,0.007165605045386575,0.12443778098379893,0.09843346291886561,0.0,0.7726315995436346
0.0,0.0,0.0,0.0,0.0,0.0
0.017634408610541483,0.010350316799032505,0.02098950498297049,0.15939922607507712,0.0,0.8568421028777146
0.0,0.0,0.0,0.0,0.0,0.0
0.01591397834358656,0.00318471175364593,0.016491753917566555,0.16703003967704017,0.0,0.7157894648842522
0.05129294468865933,0.16719745165896738,0.016491753917566555,0.16468830838206977,0.0,0.5378947437729815
0.0,0.0,0.0,0.0,0.0,0.0
0.06178861688618427,0.00318471175364593,0.005997001509222312,0.0,0.0,0.0
0.03137162327493256,0.0796178332576797,0.023988005704325244,0.19012435563569086,0.026948145474213172,0.9210526444879772
0.06861263974685286,0.9999999999999999,0.004497751131916736,0.16569767553402834,0.0,0.41263158379098186
0.05279307577863668,0.48407642593311656,0.02098950498297049,0.19965278361702385,0.033489303642998784,0.6589473751337481
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.03117755033053931,0.08917197337818986,0.022488755327019667,0.13735465249031178,0.0,0.7052631692401377
0.02227117739188064,0.026273884566470257,0.049475261785956064,0.21132106486994906,0.0,0.5568421104776786
0.0,0.0,0.0,0.0,0.0,0.0
0.02486231294471416,0.04777069970262999,0.011994002685880625,0.14575258478328934,0.08992411891514647,0.7115789466266064
0.054104379356537224,0.27627387601722253,0.005997001509222312,0.1789001970395992,0.0,0.7357894956986517
0.01536847629795807,0.013535030352520058,0.004497751131916736,0.08918766225651772,0.0,0.689473691228675
0.029787568674217755,0.15047770595311816,0.013493253063186203,0.0,0.0,0.0
0.022554418907728618,0.027070062504881733,0.044977510654039335,0.17627584110488578,0.03339187912975024,0.7473684209071777
0.023629687723933996,0.04060509465724341,0.022488755327019667,0.1865713839497446,0.047540376050027686,0.6547368499670441
0.02462627833785198,0.04060509465724341,0.01949025461564183,0.20643572521350223,0.0,0.8284210700933144
0.026441122267945497,0.049363055579452954,0.00749625188652789,0.18725774836941683,0.0,0.6747368427816236
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11847364334631687,0.885350322873498,0.013493253063186203,0.2699854633412673,0.03014394081542629,0.5336842151517485
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.02026226057932707,0.01990445745949515,0.010494752641139044,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.03650144210123054,0.08359872501955497,0.026986506458936396,0.19973352449215553,0.0,0.7400000139562977
0.02439024371240984,0.031847131935192244,0.011994002685880625,0.16602067252508157,0.07167967949613117,0.7421052730851205
0.023551009521646602,0.03025477605836928,0.03448275801290029,0.10065407046180007,0.029441387424289384,0.7610526397898176
0.021646996958165157,0.02149681513615974,0.01949025461564183,0.0,0.0,0.0
0.026761080292645338,0.027070062504881733,0.022488755327019667,0.0,0.0,0.0
0.019375819368098277,0.05891719623991559,0.06896551768862055,0.15172803725118733,0.0,0.5610526356443827
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.029771832996600356,0.024681526889805676,0.028485756836241976,0.0,0.0,0.0
0.01464463667588773,0.03503184548867979,0.01499250344049178,0.10170381187881324,0.0,0.6389473754101105
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.015001311209439434,0.01114649653728561,0.041979009899428175,0.20134851423178252,0.0,0.7178947585583662
0.0073485444156951955,0.011942674475697093,0.11694152909727103,0.2509689969536108,0.0,0.5600000060799712
0.05059533129917332,0.1950636921022606,0.002998500754611156,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.02709152877941231,0.0708598716155335,0.011994002685880625,0.22153585727095432,0.0,0.7389473843918861
0.016003146976974487,0.005573247368722001,0.028485756836241976,0.13727390300333042,0.0,0.6336842172244659
0.02732756338627449,0.06926751483878972,0.013493253063186203,0.0,0.0,0.0
0.04026226038114083,0.003980891491899036,0.004497751131916736,0.0,0.0,0.0
0.05856281071626754,0.6640127300061925,0.01949025461564183,0.0,0.0,0.0
0.05627589636475227,0.27229298632516513,0.010494752641139044,0.20530523813699647,0.0,0.7589473806609948
0.03996328312574225,0.0979299352003202,0.017991004261615734,0.1764373391219763,0.0,0.6936842094863207
0.029131916885267478,0.020700635397906633,0.02098950498297049,0.1438145999663535,0.0,0.7431579026495319
0.02848675565128413,0.027070062504881733,0.05997001409453111,0.0,0.0,0.0
0.03929189596884058,0.3415605029637965,0.04797601140865049,0.1731266158969741,0.0,0.6157894800841802
0.0,0.0,0.0,0.0,0.0,0.0
0.021127720680622002,0.024681526889805676,0.013493253063186203,0.18221091739398482,0.08611221448622096,0.6000000055272465
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.029105690962349145,0.026273884566470257,0.02098950498297049,0.0,0.0,0.0
0.043110411526903994,0.21337579548477442,0.00749625188652789,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.01406241784270798,0.003980891491899036,0.02098950498297049,0.11777293395255276,0.0,0.4978947408711771
0.018667715423645335,0.005573247368722001,0.008995502263833468,0.0,0.0,0.0
0.006357198893461077,0.007961782983798071,0.08245876975411477,0.0,0.0,0.0
0.008743771194667217,0.011942674475697093,0.02098950498297049,0.0606831404302129,0.0,0.7831578951877491
0.014350904543139623,0.007961782983798071,0.01949025461564183,0.10630652498177268,0.0,0.8199999990327318
0.0,0.0,0.0,0.0,0.0,0.0
0.03632310483445469,0.004777069430310518,0.023988005704325244,0.20482073547387525,0.0,0.6442105335957551
0.03193286099817845,0.031050953996780768,0.028485756836241976,0.2507267456220502,0.0,0.6494736917813996
0.021264096346862122,0.009554138860621036,0.02098950498297049,0.0,0.0,0.0
0.04794649853011987,0.056528660624839536,0.016491753917566555,0.14874031101723834,0.02495986356563976,0.7400000139562977
0.0,0.0,0.0,0.0,0.0,0.0
0.018505113834486882,0.005573247368722001,0.01499250344049178,0.1841488993403041,0.0,0.7021052805469032
0.030180959685654724,0.1480891703380421,0.044977510654039335,0.2198401170874738,0.03152434910622061,0.6452631631601664
0.06825596645196513,0.31608280893462903,0.010494752641139044,0.09681847604985518,0.097036100047216,0.6368421128267585
0.03077366876413541,0.09315286505007304,0.016491753917566555,0.12980458741845793,0.0,0.6452631631601664
0.0382323626134864,0.031847131935192244,0.04797601140865049,0.0,0.0,0.0
0.02065565159076404,0.00318471175364593,0.041979009899428175,0.1526162796942378,0.0,0.5442105315230376
0.017356412155410776,0.046178343825807024,0.017991004261615734,0.05741279147026526,0.05238003720371147,0.890526318029463
0.02038814569060026,0.006369425307133483,0.026986506458936396,0.0,0.0,0.0
0.03601363733375518,0.013535030352520058,0.010494752641139044,0.15188953622515006,0.0,0.6452631631601664
0.05260949338921035,0.9315286612997801,0.008995502263833468,0.13678940608144236,0.12704007871563935,0.37684210951041053
0.012703907541621224,0.003980891491899036,0.01499250344049178,0.15027454839926743,0.07199116121406744,0.6115789549174762
0.03230527120934755,0.17754776845799988,0.029985007213547552,0.4177567852990903,0.0,0.4242105297266824
0.039270914858906714,0.2874203851533995,0.00749625188652789,0.0,0.0,0.0
0.02068187751368237,0.011942674475697093,0.017991004261615734,0.0,0.0,0.0
0.0133752950081889,0.031050953996780768,0.010494752641139044,0.08531169319676937,0.08455753980083408,0.6431579005768144
0.02136375541135058,0.007165605045386575,0.028485756836241976,0.0,0.0,0.0
0.040996590248512106,0.7523885351651156,0.004497751131916736,0.0,0.0,0.0
0.01821138201140477,0.006369425307133483,0.026986506458936396,0.24559916420276462,0.03587963243355241,0.6694736915050372
0.0,0.0,0.0,0.0,0.0,0.0
0.018903750278240313,0.018312101582672186,0.06896551768862055,0.34136789883560664,0.0,0.5757894806369048
0.02706530270166098,0.03821655904216735,0.06596701427349742,0.15927810136616902,0.0,0.7736842291080461
0.008749016317317684,0.00318471175364593,0.023988005704325244,0.09245801140783978,0.07313830078795377,0.6073684262962431
0.021814843793840476,0.007165605045386575,0.02098950498297049,0.16468830838206977,0.0,0.5947368473416019
0.02979805891951869,0.08280254663118308,0.022488755327019667,0.0,0.0,0.0
0.03716233901283129,0.1066878977423872,0.049475261785956064,0.0,0.0,0.0
0.013354314207921035,0.00318471175364593,0.02098950498297049,0.12980458741845793,0.05214127859026832,0.5705263224512603
0.024788879957977034,0.02149681513615974,0.016491753917566555,0.0,0.0,0.0
0.05344348244493648,0.4514331124598296,0.01499250344049178,0.2039728701664959,0.0,0.5778947432202569
0.0,0.0,0.0,0.0,0.0,0.0
