0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1,0,0.9170413987144314,0.3688755278244239,0.7109160826596453,0.6823083894087599,0.3118185406509492,0.9267860908187546,-0.0864198126005194,0.7956214204211017,-0.322506624590331,0.9086025659273234,-0.6546791264693521,0.7513512818691065,-0.896871818840024,0.4166961319358141,-0.9230493595169768,0.07721271530191487,-0.9440863235448668,-0.03397563517889605,-0.6389299800537566,-0.6402665537146628,-0.42614394976245035,-0.7634289178990555,-0.10881481833333013,-0.8474562170477616,0.20906344617816633,-0.8067968752879178,0.4811400655943875,-0.6535140973766149,0.6702908485174655,-0.41582122432665747,0.7246137018355213,-0.10275124581898606
1,0,1.0,0.04078,1.0,0.11982,1.0,0.16159,1.0,0.27921,0.98703,0.30889,0.92745,0.37639,0.91118,0.39749,0.81939,0.46059,0.78619,0.46994,0.794,0.56282,0.70331,0.58129,0.67077,0.59723,0.58903,0.6099,0.53952,0.60932,0.45312,0.63636,0.40442,0.62658
1,0,0.92247,-0.19448,0.96419,-0.17674,0.87024,-0.22602,0.81702,-0.2707,0.79271,-0.28909,0.70302,-0.49639,0.63338,-0.49967,0.37254,-0.70729,0.2707,-0.72109,0.40506,-0.54172,0.33509,-0.59691,0.1475,-0.63601,0.09312,-0.59589,-0.07162,-0.54928,-0.0184,-0.54074,-0.07457,-0.47898
1,0,0.8854916030388498,0.05757393836608746,0.896865083658269,0.012929786029531355,0.893463968651713,0.019327378810341817,0.8660333719630763,0.04777652299702363,0.8637316951212186,0.11192938482633309,0.880908936900648,0.03815725678512929,0.8759535306841235,0.04428314946567323,0.8246356821894054,0.024913869953465763,0.8968561703588119,0.009379580380327967,0.8588532247683989,0.062100528276015046,0.852432826907418,0.06782442162500246,0.8123082865994203,0.07486101146637367,0.838556237134603,0.07891140925879815,0.8695037445860359,0.08967351554131081,0.8233732548483552,0.08946829826290298,0.8153226664124273,0.09453889338326561
1,0,0.35346,-0.13768,0.69387,-0.02423,0.68195,-0.03574,0.55717,-0.06119,0.61836,-0.10467,0.62099,-0.06527,0.59361,-0.07289,0.42271,-0.26409,0.58213,0.04992,0.49736,-0.08771,0.46241,-0.08989,0.45008,-0.00564,0.39146,-0.09038,0.35588,-0.10306,0.32232,-0.08637,0.28943,-0.083
1,0,0.75564,0.49638,0.8355,0.54301,0.54916,0.72063,0.35225,0.70792,0.13469,0.94749,-0.09818,0.93778,-0.37604,0.82223,-0.52742,0.71161,-0.68358,0.67989,-0.70163,0.24956,-0.79147,0.02995,-0.98988,-0.29099,-0.70352,-0.32792,-0.63312,-0.19185,-0.34131,-0.60454,-0.19609,-0.62956
1,0,1.0,0.07354964916518704,0.9991258476909433,0.034838330763764164,0.9999923361989344,-0.052629302557732946,1.0,0.08593560257549213,0.9991770993605702,0.19449537829485336,0.9993155267673194,0.20237247822380303,0.9991796539609253,0.12760076680284244,0.9985464323978717,0.10713605438720807,0.9994796598401432,0.26914213218472843,0.9999513029307283,0.44271029307283466,0.9985285501953851,0.4134541516873977,0.9986695322024896,0.20071287072824073,0.9981515869804658,0.3653269252575534,0.954906774156308,0.482238018294858,0.9965391551687464,0.32445442408525854,0.9973773834103076,0.4646378864298455
1,0,0.9912971970342864,-0.007948161283234223,0.9725314018548933,-0.036838832655674086,1.0,-0.05801247226733419,0.9927899108115771,-0.013944178021221651,0.9691479575951492,-0.04563962478309219,0.9879390702938995,-0.08132282991646488,0.9965188788137146,-0.10895113667320963,0.9853319748073022,-0.11595463170679828,0.9772080052413357,-0.12044511457534517,0.9960231851820105,-0.1104585521384323,0.9734015303533337,-0.13437460639555904,0.9805903637530807,-0.143422933103666,0.9658181597950882,-0.1611353407497435,0.9396248431383454,-0.15879822903214894,0.968280485996205,-0.1872726038934326,0.9251263602369738,-0.20763456172566455
1,0,1.0,-0.08183,1.0,-0.11326,0.99246,-0.29802,1.0,-0.33075,0.96662,-0.34281,0.85788,-0.47265,0.91904,-0.4817,0.73084,-0.65224,0.68131,-0.63544,0.8245,-0.78316,0.58829,-0.74785,0.67033,-0.96296,0.48757,-0.85669,0.37941,-0.83893,0.24117,-0.88846,0.29221,-0.89621
1,0,0.83508,0.08298,0.73739,-0.14706,0.84349,-0.05567,0.90441,-0.04622,0.89391,0.1313,0.81197,0.06723,0.79307,-0.08929,1.0,-0.02101,0.96639,0.06618,0.87605,0.01155,0.77521,0.06618,0.95378,-0.04202,0.83479,0.00123,1.0,0.12815,0.8666,-0.10714,0.90546,-0.04307
