0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1,0,1.0,-0.08183,1.0,-0.11326,0.99246,-0.29802,1.0,-0.33075,0.96662,-0.34281,0.85788,-0.47265,0.91904,-0.4817,0.73084,-0.65224,0.68131,-0.63544,0.8245,-0.78316,0.58829,-0.74785,0.67033,-0.96296,0.48757,-0.85669,0.37941,-0.83893,0.24117,-0.88846,0.29221,-0.89621
1,0,0.9904258859118366,0.11006890489681585,0.6974106726818006,-0.11823083524855799,0.8105549579992635,0.09241367005859696,0.7095415536858213,0.011345262336930393,0.5632683546896687,-0.07771891298568633,0.6901809414318856,0.12389176951749319,0.5874335308325309,0.036695740562325226,0.5349647620432659,-0.030966849298406766,0.6939148517023509,0.16458721787545721,0.723274783532117,0.07284639210177643,0.32525340928379765,0.05812021144073506,0.5364189105601745,0.36788683508609094,0.49379091728460595,0.17546022472713077,0.16100274064643222,0.3173636612767231,0.44588173277682125,0.18392176142862268,0.5629930655470301,0.1456165432282314
1,0,1.0,-0.41457,1.0,0.76131,0.8706,0.18593,1.0,-0.09925,0.93844,0.4799,0.65452,-0.1608,1.0,0.00879,0.97613,-0.50126,0.80025,-0.24497,0.88065,-0.19095,1.0,-0.12312,0.93593,0.10678,0.9289,-0.07249,1.0,-0.27387,0.4397,0.19849,0.51382,-0.05402
1,0,0.5338617021488936,0.003442536016424127,0.5092557859897987,-0.051601317358200706,0.5137513729826361,-0.042376579130215794,0.5025297486502851,0.07696732324781243,0.5307925843460741,0.014938760150590868,0.5653435096187965,-0.08722675100812997,0.5218640606672932,0.000835016716164011,0.5641657128118618,-0.0017075755984489113,0.5585333645715954,-0.014729906612381946,0.5008346070771842,-0.020577855087549633,0.5638946064034307,-0.018038516076244345,0.571584057029609,-0.01102869821287466,0.5453161184859894,-0.01968918767024045,0.48168404045761204,0.0216807249088371,0.5598881600792737,-0.04562618902716366,0.5610069573192937,-0.03576854092453129
1,0,0.81143,0.03714,0.85143,-0.00143,0.79,0.00714,0.79571,-0.04286,0.87571,0.0,0.85571,-0.06714,0.86429,0.00286,0.82857,-0.05429,0.81,-0.11857,0.76857,-0.08429,0.84286,-0.05,0.77,-0.06857,0.81598,-0.08669,0.82571,-0.10429,0.81429,-0.05,0.82143,-0.15143
1,0,0.23885469007382273,-0.08017279101291577,0.3608429811319192,0.052104882052939956,0.21307916270175842,0.16951730941596815,0.24858024477277066,0.07788040942500427,0.41294896370410444,0.02118966367699602,0.30755557314718096,-0.030915218375943947,0.33506855427910015,-0.04008694576608053,0.30241478162405605,-0.13116891792898777,0.3356234821071568,0.01715872780998435,0.312140336323004,0.009170626870891305,0.21821995422488336,-0.0853135825360407,0.3613979089599758,-0.06301406320293143,0.24519467302929704,-0.03145543661278159,0.21537264480891521,-0.009170626870891305,0.21546106352276048,-0.05249277027000604,0.16745257821271367,-0.023582570659595303
1,0,0.9911576986070314,-0.2189305536355481,0.9802074688139978,-0.23679453477096385,0.9395689462557945,-0.3262167493390629,0.9486618620617197,-0.29384093710989606,0.8798124672194019,-0.48643479437343756,0.8620145350573576,-0.46555032037988237,0.7532157711337891,-0.5982905466973306,0.6542106453809253,-0.6170952438320957,0.5164183318298843,-0.6346726886292958,0.5667842971546246,-0.7302317321237626,0.4619202257317072,-0.8455040005180995,0.3952779405451841,-0.7637611541720698,0.274957050609702,-0.784207453479687,0.18379998089075666,-0.7976257398794268,0.08954602783346496,-0.7614119109804032,0.03793092928659045,-0.740233937722981
1,0,1.0,-0.15899,0.72314,0.27686,0.83443,-0.58388,1.0,-0.28207,1.0,-0.49863,0.79962,-0.12527,0.76837,0.14638,1.0,0.39337,1.0,0.2659,0.96354,-0.01891,0.92599,-0.91338,1.0,0.14803,1.0,-0.11582,1.0,-0.11129,1.0,0.53372,1.0,-0.57758
1,0,0.91767,0.18198,0.8609,0.35543,0.72873,0.45747,0.60425,0.69865,0.50376,0.74922,0.361,0.81795,0.15664,0.83558,0.00396,0.8521,-0.1639,0.77853,-0.35996,0.76193,-0.43087,0.65385,-0.5314,0.53886,-0.60328,0.40972,-0.64511,0.27338,-0.6571,0.13667,-0.64056,0.05394
1,0,0.8842,0.36724,0.67123,0.67382,0.39613,0.86399,0.02424,0.93182,-0.35148,0.83713,-0.60316,0.58842,-0.78658,0.38778,-0.83285,-0.00642,-0.69318,-0.32963,-0.52504,-0.53924,-0.27377,-0.68126,0.00806,-0.69774,0.26028,-0.60678,0.44569,-0.43383,0.54209,-0.21542,0.56286,0.02823
1,0,0.86284,0.1931,0.8092,0.41149,0.67203,0.55785,0.54559,0.69962,0.36705,0.81533,0.19617,0.85671,-0.04061,0.86284,-0.17241,0.75785,-0.341,0.65747,-0.48199,0.56092,-0.6023,0.40996,-0.59234,0.25747,-0.63038,0.08818,-0.57241,-0.07816,-0.54866,-0.19923,-0.42912,-0.31954
1,0,0.6063929671077437,0.028373506127158436,0.39647951036549195,-0.0028784722104400647,0.4799756803970158,0.06211564986566904,0.2774421727828745,0.09919778131884793,0.42016524660800936,0.02171750964663948,0.2633614266405739,0.02271802847420965,0.3287701121909148,-0.002505635890839461,0.41631906662926155,-0.03392216810665904,0.3427196516956522,0.05951866879130876,0.2860794551147835,0.08223669726551841,0.24364987960517578,0.08120685058361378,0.24640034258724436,0.06239714100174882,0.2212829755141681,0.04258702433713361,0.19250140490792972,0.04477118395891259,0.22656078632347476,0.0,0.19295422541450458,0.05610070531251658
1,0,0.68317,0.05375,0.84803,0.00202,0.84341,0.00301,0.843,0.09901,0.75813,0.04102,0.81892,0.00585,0.80738,0.00673,0.80622,-0.12447,0.77935,-0.03536,0.76365,0.00909,0.74635,0.00978,0.79632,-0.04243,0.70824,0.01096,0.62235,0.11598,0.66624,0.0119,0.64407,0.01227
1,0,0.5648644156121722,0.05744818880846842,0.3177592935158204,0.018808641020127994,0.43446355637000506,0.016542080133620088,0.39255618965757916,0.04551600568776483,0.5112210573813761,0.03538077973198718,0.2798542778238574,0.04865454412094832,0.413739695956576,0.002535254222502671,0.420747401741697,-0.05582786617799697,0.37716859339404785,0.03745689309662217,0.31074636040240555,0.08865191876836698,0.21206655335165414,0.16223224297142413,0.2671675520547564,-0.03210387832820362,0.28317482177033726,0.04686489853548479,0.28863076291759493,0.11762157433361231,0.23015355422518124,0.0,0.27687612833430775,0.024770167327521166
1,0,0.74468,0.10638,0.88706,0.00982,0.88542,0.01471,0.87234,-0.01418,0.7305,0.10638,0.87657,0.02912,0.87235,0.03382,0.95745,0.07801,0.95035,0.04255,0.85597,0.04743,0.84931,0.05178,0.87234,0.11348,0.83429,0.06014,0.74468,-0.03546,0.8171,0.068,0.80774,0.07173
1,0,0.916189073402308,0.17090034972998636,0.7996836541712833,0.3913549081090413,0.7274887811953917,0.5214034740914405,0.5744675952458973,0.7522841586011368,0.4175252786984259,0.8342495449415533,0.21618427959189304,0.8876922508017493,0.025428629450085477,0.8489004334160403,-0.16450158800544845,0.8823231116537191,-0.33368777468470945,0.7959880212222937,-0.5091525953346334,0.6267686563605832,-0.6114506060917335,0.4979592840592288,-0.715645745823577,0.3557915766862578,-0.7411280063075116,0.204561424976446,-0.7434643678340187,0.05177293595247617,-0.706469965614364,-0.11090583552523586,-0.6616483978272834,-0.2579773876145264
1,0,0.829304186993012,-0.2792141952763417,0.9278311025317477,0.2688512968192835,0.8110244004109054,0.17773457020379296,0.743579255947491,0.05665030356910193,0.9399101289684739,0.04985715535782115,0.8037689230760003,0.2643763323386301,0.7458869833208914,0.2808637164316148,0.6210364097362668,0.4315899244910647,0.6859504052423354,0.23821232642363663,0.6743964705850867,0.3301175512037269,0.8295492008004602,0.38507259476950934,0.7049277876656701,0.5404237863393657,0.6048965371356954,0.5140432642071313,0.5602129162195796,0.7364242640709927,0.40133281232014634,0.6321417353961467,0.4444456388444629,0.526019309306425
