V1,V2,V3,V4,V5
0.32607990337041237,0.4359724333897419,0.6949085610745462,0.22406226863098955,0.3207991456008784
0.36197425202423195,0.6678865817594226,0.2423482103518192,0.30453602560098103,0.37148300570294446
0.3446591834338462,0.571666443896536,0.6947373716470875,0.5164602782790773,0.24217576124220913
0.30991680663346505,0.277954468967723,0.42896790465430706,0.6744207821429398,0.7800465824107037
0.2583872357308432,0.34900246018632725,0.6506545458354179,0.17432805347774985,0.20720633881613632
0.3560500999805097,0.628565316600114,0.29943647536263507,0.3252515053446241,0.3006526915599902
0.3616833754342816,0.4068579685273542,0.835406433000162,0.2127891751116355,0.2285884338896888
0.30393246812705355,0.28162898271224224,0.44900296439646886,0.6985570888572685,0.16521009754351623
0.6235796682010027,0.6194678672638582,0.28898186627249306,0.3267391716616328,0.29396845642484637
0.40052172580161416,0.6229617488087933,0.7362012045885854,0.2597058658902562,0.2605182405597283
0.3170128940993311,0.281885566166309,0.45391401868194464,0.5974007499248051,0.7369908544954672
0.34147118938036525,0.5193917088308648,0.7539950710449159,0.5569142334513089,0.5222465712134328
0.6037582083539994,0.5235773342530557,0.29290529465496495,0.33358964681520553,0.34826729508966403
0.35071405988301646,0.4376954211190857,0.6864439901915277,0.5363891033872423,0.22347247900419417
0.5969130703406731,0.4880930359670332,0.4642856287304876,0.4200629106799935,0.5199608807834541
0.3804968947038575,0.5977503896488268,0.2995826036898417,0.4016916689803568,0.3754889722318847
0.3440771344973721,0.4500967558304115,0.5729430042399328,0.28747635697924623,0.16484355261271472
0.7881819518100155,0.32386291760448915,0.3373192767587595,0.3882391878369311,0.30653797378161196
0.3127362140942206,0.3196865390917966,0.6230701624706806,0.5917356699133732,0.22797487249597811
0.4073538723738559,0.3237009023183005,0.6103252528353664,0.8244404236443206,0.5061550381579363
0.3986414396692359,0.5348978618274051,0.6062552400683137,0.5550722797147579,0.6236729219026679
0.35560557785067193,0.5736698833082319,0.30746855799350514,0.32757314875870525,0.2980676079111008
0.40095038417300105,0.7235654896447692,0.5143420438469748,0.4706817504800907,0.5658225683827747
0.5152876572796488,0.415572855380018,0.2905056943058048,0.38913556199532634,0.3207991456008784
0.3808034463921987,0.7204647084376574,0.25885444605109853,0.4369973146734226,0.28185105046255265
0.3741669646414144,0.4002440824695024,0.6781248105445317,0.2780202332199625,0.2775930034064664
0.35295234563059596,0.34704075738661994,0.8503404532041999,0.19320993411767423,0.41898932820755214
0.3408683495739469,0.5577913668624375,0.6933804586026036,0.5567741065963949,0.22006426524650874
0.3431307134624548,0.41774993615248934,0.8525347736586462,0.21076794989704078,0.2363347692672279
0.3362962226857714,0.5616279146090265,0.2808938409950584,0.41829510683464055,0.29439755701901904
0.3476333115360739,0.5341557330290929,0.6363531160621936,0.270209721547396,0.26139312670015946
0.5205416249280203,0.33834004229450054,0.3939317494103731,0.391655676638671,0.2799710157723608
0.8210266065571008,0.30610152470242286,0.33958841196837075,0.37781547164572776,0.3074265109049633
0.3201637367541722,0.39652765014905705,0.7979876305042976,0.1338945116378612,0.2137816867595314
0.34261210431097744,0.4587680831664546,0.9151961851108686,0.1807886718840378,0.2365076162687279
0.3153003156609908,0.3407386500607446,0.47154487125504707,0.5621994010434743,0.3207991456008784
0.33251320035526283,0.5417964004324922,0.6491644979294188,0.5974869710326,0.19851506882172268
0.340103349177013,0.4312835199430981,0.6367633073060295,0.25021455860577035,0.3207991456008784
0.3077770078248317,0.3071447154549165,0.5823156714615063,0.7935660616367044,0.3207991456008784
0.3499637254562711,0.4790184847493955,0.7192690561565818,0.2579724699798709,0.25706174189801245
0.30188938171792573,0.2682399508791862,0.4016129766377107,0.4682585216098656,0.3207991456008784
0.3150270487959945,0.32264722227558573,0.5412412794731324,0.8914288176122354,0.3207991456008784
